web-scraper-order,web-scraper-start-url,title,title-href,lokasi,luaslahan,luasbangunan,kamartidur,kamarmandi,fullyfurnished,memiliki_ac,memiliki_airpanas,memiliki_tv,memiliki_kitchenset,memiliki_balkon,memiliki_keamanan24jam,memiliki_tamanbermainanak,harga
"1696682270-3794","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-cepat-rumah-di-komplek-dki-joglo-kembangan-168769119554.html","Jalan Komplek DKI Joglo, Jakarta Barat 11640, Indonesia
                                        Jakarta Barat","142 m²","250 m²","4","3","250","null","null","null","null","null","null","null","Rp2.450.000.000"
"1696682274-3795","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-siap-huni-cipedak-jagakarsa-harga-15m-nego-a-16956155056.html","Cipedak Kel., Jagakarsa, Jakarta Selatan, JABODETABEK, Indonesia
                                        Jagakarsa, Jakarta Selatan","1703 m²","330 m²","6","6","330","null","null","null","null","null","null","null","Rp15.300.000.000"
"1696682278-3796","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/perumahan-syariah-bandung-barat-murah-dekat-pintu-169174729147.html","Jalan Menteng Raya, Jakarta Pusat 10340, Indonesia
                                        Menteng, Jakarta Pusat","72 m²","36 m²","2","2","Tidak","null","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp360.000.000"
"1696682282-3797","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-terpavorite-pasangan-muda-di-jagakarsa-nempe-169501100470.html","Ciganjur, Jakarta Selatan","80 m²","185 m²","4","4","Tidak","null","null","null","null","null","null","null","Rp2.990.000.000"
"1696682286-3798","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-rumah-murah-di-kemang-selatan-by-prasetyo-property.html","Kemang Selatan
                                        Kemang, Jakarta Selatan","1420 m²","600 m²","6","4","600","null","null","null","null","null","Keamanan 24 jam","null","Rp34.000.000.000"
"1696682290-3799","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-di-duri-selatan-5br-2-5m-jembatan-5-jakarta-168567534228.html","Jembatan Lima, Jakarta Barat","154 m²","200 m²","5","3","Ya","null","null","null","null","null","null","null","Rp2.500.000.000"
"1696682294-3800","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/di-jual-rumah-daerah-meruya-selatan-169530120211.html","Meruya Selatan, Jakarta Barat","40 m²","40 m²","2","1","Tidak","null","null","null","null","null","null","null","Rp300.000.000"
"1696682298-3801","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/dijual-cepat-rumah-daan-mogot-baru-2-5-lt-cluster-16946769588.html","Jl. Kintamani Raya, RT.8/RW.12, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840
                                        Daan Mogot, Jakarta Barat","90 m²","170 m²","4","4","170","Pendingin ruangan (AC)","Air Panas","Televisi","Kitchen set","Balkon","Keamanan 24 jam","null","Rp1.900.000.000"
"1696682302-3802","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/cluster-mozart-phase-2-type-12x17-dekat-danau-harm-168981998510.html","Daan Mogot, Jakarta Barat","153 m²","196 m²","4","4","Tidak","null","null","null","null","null","null","null","Rp7.004.988.000"
"1696682306-3803","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-tinggal-asri-siap-huni-lebak-bulus-169593366484.html","Lebak Bulus, Jakarta Selatan","580 m²","250 m²","3","3","250","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","null","null","null","Rp17.000.000.000"
"1696682310-3804","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-baru-bagus-murah-di-jatinegara-kaum-dekat-ra-169166404140.html","Rawamangun, Jakarta Timur","35 m²","70 m²","2","1","70","null","null","null","null","null","null","null","Rp350.000.000"
"1696682314-3805","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/for-sale-rumah-di-jalan-nusa-indah-duren-sawit-jak-169038771616.html","Duren Sawit, Jakarta Timur","211 m²","100 m²","3","3","No","null","null","null","null","null","null","null","Rp2.000.000.000"
"1696682318-3806","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/rumah-2-lantai-di-pejaten-timur-jakarta-selatan-pe-169452045647.html","Jalan Kemuning I, Jakarta Selatan 12510, Indonesia
                                        Pejaten Timur, Jakarta Selatan","1152 m²","250 m²","7","7","250","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","null","null","null","Rp9.500.000.000"
"1696682322-3807","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=23","Lihat","https://www.lamudi.co.id/hunian-classic-siap-huni-lokasi-strategis-168903448791.html","Jagakarsa, Jakarta Selatan","125 m²","180 m²","4","4","No","null","null","null","null","null","null","null","Rp2.100.000.000"
"1696682329-3808","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-2lantai-harga-1lantai-dekat-stasiun-depok-169522034167.html","Jakarta Utara","100 m²","100 m²","3","3","Tidak","null","null","null","null","Balkon","Keamanan 24 jam","Taman bermain anak","Rp350.000.000"
"1696682334-3809","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dijual-rumah-tebet-bukit-duri-jakarta-selatan-169442719016.html","Jl. Tebet
                                        Tebet, Jakarta Selatan","119 m²","119 m²","2","2","119","null","null","null","null","null","null","null","Rp1.950.000.000"
"1696682337-3810","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dijual-rumah-hook-asri-private-pool-dlm-perumahan-168883474994.html","Pejaten, Jakarta Selatan","500 m²","650 m²","6","6","Tidak","Pendingin ruangan (AC)","null","null","Kitchen set","Balkon","Keamanan 24 jam","Taman bermain anak","Rp13.950.000.000"
"1696682341-3811","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-dijual-murah-mangga-besar-iv-jakpus-169457626943.html","Mangga Besar, Jakarta Barat","101 m²","110 m²","4","3","Tidak","null","null","null","null","null","null","null","Rp1.200.000.000"
"1696682346-3812","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/jual-rumah-pik-2-168589538621.html","Pantai Indah Kapuk, Jakarta Utara","62 m²","45 m²","2","2","No","null","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp1.300.000.000"
"1696682349-3813","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/siap-huni-full-renov-167769483740.html","Sunter Agung, Jakarta Utara","90 m²","18590 m²","3","2","Tidak","null","null","null","null","null","null","null","Rp2.200.000.000"
"1696682353-3814","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dijual-rumah-mewah-lokasi-dalam-townhouse-di-conde-169441965180.html","Condet, Jakarta Timur","265 m²","300 m²","4","2020","Semi","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","Balkon","Keamanan 24 jam","Taman bermain anak","Rp7.000.000.000"
"1696682357-3815","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-mewah-di-jakarta-selatan-harga-miring-hitung-168774722511.html","Jalan Benda Dalam & Jalan Benda Ujung, Jakarta Selatan 12630, Indonesia
                                        Ciganjur, Jakarta Selatan","1065 m²","900 m²","6","6","900","null","null","null","null","null","null","null","Rp10.900.000.000"
"1696682362-3816","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-modern-strategis-rawamangun-jakarta-timur-168964769350.html","Rawamangun, Jakarta Timur","150 m²","390 m²","4","3","390","null","null","null","Kitchen set","Balkon","Keamanan 24 jam","null","Rp4.500.000.000"
"1696682365-3817","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-mewah-dengan-desain-modern-dekat-pondok-inda-169544530892.html","Gladiola Residence, Tangerang Kota 15155, Indonesia
                                        Kebayoran Lama, Jakarta Selatan","48 m²","64 m²","2","2","64","null","null","null","null","null","Keamanan 24 jam","Taman bermain anak","Rp1.000.000.000"
"1696682369-3818","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-minimalis-harga-ekonomis-di-lokasi-strategis-169642157549.html","Cipedak, Jakarta Selatan","42 m²","30 m²","2","1","42","null","null","null","null","null","Keamanan 24 jam","null","Rp165.000.000"
"1696682373-3819","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-pasar-rebo-jakarta-timur-169164024873.html","Kalisari, Jakarta Timur","108 m²","126 m²","3","3","126","null","null","null","null","null","null","null","Rp1.650.000.000"
"1696682376-3820","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/jual-cepat-rumah-di-bintaro-jl-parkit-siap-huni-169113309716.html","Bintaro, Jakarta Selatan","250 m²","200 m²","5","3","200","null","null","null","null","null","null","null","Rp3.500.000.000"
"1696682380-3821","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/di-jual-2-unit-rumah-mewah-siap-huni-konsep-classi-167785044095.html","Meruya, Jakarta Barat","134 m²","170 m²","4","3","170","null","null","null","null","null","null","null","Rp3.100.000.000"
"1696682384-3822","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-mewah-dengan-lokasi-strategis-169562482293.html","Jakarta Selatan","72 m²","47 m²","3","1","47","null","null","null","null","null","null","null","Rp800.000.000"
"1696682388-3823","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dijual-rumah-2-lantai-di-jalan-palapa-tegal-alur-k-168864119751.html","Jalan Palapa  - Tegal Alur - Kalideres - Jakarta Barat
                                        Tegal Alur, Jakarta Barat","78 m²","120 m²","3","3","120","null","null","null","null","null","null","null","Rp1.550.000.000"
"1696682393-3824","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dijual-murah-rumah-green-puri-jakarta-barat-169422816288.html","Green Puri, Jakarta Barat
                                        Jakarta Barat","90 m²","110 m²","3","2","110","null","null","null","null","null","Keamanan 24 jam","null","Rp1.900.000.000"
"1696682397-3825","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dicari-pembeli-untuk-rumah-di-jln-musolah-169518001030.html","Tegal Alur, Jakarta Barat","90 m²","90 m²","3","2","Tidak","null","null","null","null","null","null","null","Rp1.200.000.000"
"1696682401-3826","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/jual-rumah-siap-huni-komplek-abadi-duren-sawit-jak-169136314676.html","Jalan Abadi, Jakarta Timur 13440, Indonesia
                                        Duren Sawit, Jakarta Timur","72 m²","120 m²","2","2","Semi","Pendingin ruangan (AC)","null","null","Kitchen set","null","Keamanan 24 jam","null","Rp1.300.000.000"
"1696682405-3827","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/jual-rumah-murah-di-pasar-baru-169028721648.html","Kartini, Jakarta Pusat","14 m²","30 m²","2","1","30","null","null","null","null","null","null","null","Rp300.000.000"
"1696682409-3828","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-baru-siap-huni-di-kelapa-gading-jakarta-utar-169511068519.html","Indonesia, Jakarta Utara, Kelapa Gading
                                        Kelapa Gading, Jakarta Utara","120 m²","150 m²","3","3","150","null","null","null","null","null","Keamanan 24 jam","null","Rp1.850.000.000"
"1696682413-3829","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dijual-rumah-di-kalibata-pancoran-dekat-duren-tiga-169055376979.html","Kalibata, Jakarta Selatan","50 m²","100 m²","21","2","100","null","null","null","null","null","null","null","Rp850.000.000"
"1696682416-3830","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-dalam-komplek-di-senayan-lokasi-strategis-ad-169396821614.html","Senayan, Jakarta Selatan
                                        Senayan, Jakarta Selatan","173 m²","441 m²","6","10600","2","null","null","null","null","null","null","null","Rp8.500.000.000"
"1696682420-3831","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-tanpa-dp-3-jt-all-in-169511247684.html","Pondok Bambu, Jakarta Timur","60 m²","36 m²","2","1","Tidak","null","null","null","null","null","null","null","Rp455.000.000"
"1696682424-3832","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dijual-cepat-rumah-di-jl-cemara-koja-jakarta-utara-169355316224.html","Jl. Cemara No.56, RT.002/RW.016, Kel. Lagoa, Kec. Koja, Kota Jakarta Utara, Provinsi DKI Jakarta.
                                        Koja, Jakarta Utara","169 m²","200 m²","3","3","Tidak","null","null","null","null","null","null","null","Rp1.400.000.000"
"1696682428-3833","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/jual-cepat-rumah-murah-2-lantai-luas-464m-di-sempe-169521293819.html","jl. kebantenan
                                        Semper Timur, Jakarta Utara","464 m²","275 m²","4","4","464","null","null","null","null","null","null","null","Rp2.300.000.000"
"1696682432-3834","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/rumah-mewah-di-kebon-jeruk-168914177214.html","Kebon Jeruk
                                        Kebon Jeruk, Jakarta Barat","75 m²","145 m²","3","4","145","null","null","null","null","null","null","null","Rp2.400.000.000"
"1696682436-3835","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dijual-rumah-komersil-tugu-utara-koja-jakarta-utar-169080747093.html","Koja, Jakarta Utara","236 m²","236 m²","3","1","Yes","null","null","null","null","null","null","null","Rp1.679.510.000"
"1696682440-3836","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=22","Lihat","https://www.lamudi.co.id/dijual-rumah-di-kebon-jeruk-dekat-tol-kebon-jeruk-169442620242.html","Kebon Jeruk
                                        Kebon Jeruk, Jakarta Barat","100 m²","165 m²","3","3","Tidak","null","null","null","null","Balkon","Keamanan 24 jam","null","Rp1.800.000.000"
"1696682447-3837","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=21","Lihat","https://www.lamudi.co.id/rumah-baru-harga-minimalis-di-tebet-168776917370.html","Tebet, Jakarta Selatan","76 m²","90 m²","3","2","76","null","null","null","null","null","null","null","Rp1.650.000.000"
"1696682451-3838","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=21","Lihat","https://www.lamudi.co.id/rumah-permata-hijau-area-jakarta-selatan-murah-168900987042.html","Jalan Kemandoran 1, Jakarta Selatan 12210, Indonesia
                                        Permata Hijau, Jakarta Selatan","156 m²","190 m²","4","4","Semi","null","null","null","null","null","null","null","Rp5.500.000.000"
"1696682455-3839","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=21","Lihat","https://www.lamudi.co.id/di-jual-rumah-lama-di-menteng-169452521875.html","Menteng, Jakarta Pusat","716 m²","500 m²","5","3","Tidak","null","null","null","null","null","null","null","Rp42.000.000.000"
